Datatype,Source,Target,Product,Valuetype,Year,Value,
Detailed trade matrix,The former Yugoslav Republic of Macedonia,Hungary,Cattle,Import Quantity (Head),2011,168.0,
Detailed trade matrix,The former Yugoslav Republic of Macedonia,Serbia,Cattle,Import Quantity (Head),2011,40.0,
Detailed trade matrix,The former Yugoslav Republic of Macedonia,Serbia,Soybeans,Import Quantity (tonnes),2011,278.0,
Detailed trade matrix,The former Yugoslav Republic of Macedonia,Switzerland,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Togo,Burkina Faso,Cattle,Import Quantity (Head),2011,5.0,
Detailed trade matrix,Togo,Ghana,Cattle,Import Quantity (Head),2011,10.0,
Detailed trade matrix,Tunisia,Argentina,Soybeans,Import Quantity (tonnes),2011,110050.0,
Detailed trade matrix,Tunisia,France,Cattle,Import Quantity (Head),2011,12634.0,
Detailed trade matrix,Tunisia,Germany,Cattle,Import Quantity (Head),2011,626.0,
Detailed trade matrix,Tunisia,Ireland,Cattle,Import Quantity (Head),2011,332.0,
Detailed trade matrix,Tunisia,Netherlands,Cattle,Import Quantity (Head),2011,189.0,
Detailed trade matrix,Tunisia,Paraguay,Soybeans,Import Quantity (tonnes),2011,55612.0,
Detailed trade matrix,Tunisia,United States of America,Soybeans,Import Quantity (tonnes),2011,206139.0,
Detailed trade matrix,Tunisia,Uruguay,Cattle,Import Quantity (Head),2011,1775.0,
Detailed trade matrix,Tunisia,Uruguay,Soybeans,Import Quantity (tonnes),2011,90850.0,
Detailed trade matrix,Turkey,Argentina,Soybeans,Import Quantity (tonnes),2011,129528.0,
Detailed trade matrix,Turkey,Australia,Cattle,Import Quantity (Head),2011,73872.0,
Detailed trade matrix,Turkey,Austria,Cattle,Import Quantity (Head),2011,16371.0,
Detailed trade matrix,Turkey,Austria,Soybeans,Import Quantity (tonnes),2011,2.0,
Detailed trade matrix,Turkey,Brazil,Cattle,Import Quantity (Head),2011,8052.0,
Detailed trade matrix,Turkey,Brazil,Soybeans,Import Quantity (tonnes),2011,318940.0,
Detailed trade matrix,Turkey,Canada,Soybeans,Import Quantity (tonnes),2011,5480.0,
Detailed trade matrix,Turkey,Estonia,Cattle,Import Quantity (Head),2011,4900.0,
Detailed trade matrix,Turkey,France,Cattle,Import Quantity (Head),2011,46814.0,
Detailed trade matrix,Turkey,France,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Turkey,Germany,Soybeans,Import Quantity (tonnes),2011,7.0,
Detailed trade matrix,Turkey,Greece,Cattle,Import Quantity (Head),2011,7952.0,
Detailed trade matrix,Turkey,Hungary,Cattle,Import Quantity (Head),2011,87496.0,
Detailed trade matrix,Turkey,Hungary,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Turkey,Jordan,Cattle,Import Quantity (Head),2011,911.0,
Detailed trade matrix,Turkey,Latvia,Cattle,Import Quantity (Head),2011,2814.0,
Detailed trade matrix,Turkey,Lithuania,Cattle,Import Quantity (Head),2011,6898.0,
Detailed trade matrix,Turkey,Mexico,Cattle,Import Quantity (Head),2011,5383.0,
Detailed trade matrix,Turkey,Paraguay,Soybeans,Import Quantity (tonnes),2011,357531.0,
Detailed trade matrix,Turkey,Republic of Moldova,Soybeans,Import Quantity (tonnes),2011,16427.0,
Detailed trade matrix,Turkey,Romania,Soybeans,Import Quantity (tonnes),2011,5682.0,
Detailed trade matrix,Turkey,Slovenia,Cattle,Import Quantity (Head),2011,70.0,
Detailed trade matrix,Turkey,Ukraine,Soybeans,Import Quantity (tonnes),2011,158260.0,
Detailed trade matrix,Turkey,United States of America,Cattle,Import Quantity (Head),2011,51939.0,
Detailed trade matrix,Turkey,United States of America,Soybeans,Import Quantity (tonnes),2011,305343.0,
Detailed trade matrix,Turkey,Uruguay,Cattle,Import Quantity (Head),2011,157324.0,
Detailed trade matrix,Turkey,Uruguay,Soybeans,Import Quantity (tonnes),2011,570.0,
Detailed trade matrix,Uganda,Burundi,Cattle,Import Quantity (Head),2011,104.0,
Detailed trade matrix,Uganda,Canada,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Uganda,Germany,Cattle,Import Quantity (Head),2011,1.0,
Detailed trade matrix,Uganda,India,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Uganda,Kenya,Cattle,Import Quantity (Head),2011,468.0,*
Detailed trade matrix,Uganda,Kenya,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Uganda,Republic of Korea,Cattle,Import Quantity (Head),2011,1.0,
Detailed trade matrix,Uganda,South Africa,Cattle,Import Quantity (Head),2011,1.0,
Detailed trade matrix,Uganda,United Arab Emirates,Soybeans,Import Quantity (tonnes),2011,7.0,
Detailed trade matrix,Uganda,United Kingdom,Cattle,Import Quantity (Head),2011,2.0,
Detailed trade matrix,Uganda,United Republic of Tanzania,Cattle,Import Quantity (Head),2011,2.0,
Detailed trade matrix,Uganda,United Republic of Tanzania,Soybeans,Import Quantity (tonnes),2011,130.0,
Detailed trade matrix,Uganda,United States of America,Cattle,Import Quantity (Head),2011,2.0,
Detailed trade matrix,Ukraine,Austria,Soybeans,Import Quantity (tonnes),2011,80.0,
Detailed trade matrix,Ukraine,Belarus,Soybeans,Import Quantity (tonnes),2011,593.0,
Detailed trade matrix,Ukraine,Canada,Soybeans,Import Quantity (tonnes),2011,1089.0,
Detailed trade matrix,Ukraine,China,Soybeans,Import Quantity (tonnes),2011,25.0,
Detailed trade matrix,Ukraine,"China, mainland",Soybeans,Import Quantity (tonnes),2011,25.0,
Detailed trade matrix,Ukraine,Croatia,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Ukraine,Czech Republic,Cattle,Import Quantity (Head),2011,492.0,
Detailed trade matrix,Ukraine,Czech Republic,Soybeans,Import Quantity (tonnes),2011,10.0,
Detailed trade matrix,Ukraine,France,Cattle,Import Quantity (Head),2011,151.0,
Detailed trade matrix,Ukraine,France,Soybeans,Import Quantity (tonnes),2011,22.0,
Detailed trade matrix,Ukraine,Germany,Cattle,Import Quantity (Head),2011,1762.0,
Detailed trade matrix,Ukraine,Germany,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Ukraine,Hungary,Cattle,Import Quantity (Head),2011,242.0,
Detailed trade matrix,Ukraine,Netherlands,Cattle,Import Quantity (Head),2011,191.0,
Detailed trade matrix,Ukraine,Poland,Cattle,Import Quantity (Head),2011,20.0,
Detailed trade matrix,Ukraine,Poland,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Ukraine,Serbia,Soybeans,Import Quantity (tonnes),2011,51.0,
Detailed trade matrix,Ukraine,Slovakia,Soybeans,Import Quantity (tonnes),2011,92.0,
Detailed trade matrix,Ukraine,United States of America,Soybeans,Import Quantity (tonnes),2011,169.0,
Detailed trade matrix,United Kingdom,Argentina,Soybeans,Import Quantity (tonnes),2011,1621.0,
Detailed trade matrix,United Kingdom,Austria,Soybeans,Import Quantity (tonnes),2011,128.0,
Detailed trade matrix,United Kingdom,Belarus,Soybeans,Import Quantity (tonnes),2011,20.0,
Detailed trade matrix,United Kingdom,Belgium,Cattle,Import Quantity (Head),2011,47.0,
Detailed trade matrix,United Kingdom,Belgium,Soybeans,Import Quantity (tonnes),2011,6686.0,
Detailed trade matrix,United Kingdom,Brazil,Soybeans,Import Quantity (tonnes),2011,401037.0,
Detailed trade matrix,United Kingdom,Canada,Cattle,Import Quantity (Head),2011,3.0,
Detailed trade matrix,United Kingdom,Canada,Soybeans,Import Quantity (tonnes),2011,45141.0,
Detailed trade matrix,United Kingdom,China,Soybeans,Import Quantity (tonnes),2011,1449.0,
Detailed trade matrix,United Kingdom,"China, mainland",Soybeans,Import Quantity (tonnes),2011,1354.0,
Detailed trade matrix,United Kingdom,"China, Taiwan Province of",Soybeans,Import Quantity (tonnes),2011,95.0,
Detailed trade matrix,United Kingdom,Denmark,Cattle,Import Quantity (Head),2011,48.0,
Detailed trade matrix,United Kingdom,France,Cattle,Import Quantity (Head),2011,129.0,
Detailed trade matrix,United Kingdom,Germany,Cattle,Import Quantity (Head),2011,1005.0,
Detailed trade matrix,United Kingdom,Germany,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,United Kingdom,India,Soybeans,Import Quantity (tonnes),2011,2998.0,
Detailed trade matrix,United Kingdom,Ireland,Cattle,Import Quantity (Head),2011,31450.0,
Detailed trade matrix,United Kingdom,Ireland,Soybeans,Import Quantity (tonnes),2011,13900.0,
Detailed trade matrix,United Kingdom,Italy,Soybeans,Import Quantity (tonnes),2011,1129.0,
Detailed trade matrix,United Kingdom,Japan,Soybeans,Import Quantity (tonnes),2011,21.0,
Detailed trade matrix,United Kingdom,Nepal,Soybeans,Import Quantity (tonnes),2011,3.0,
Detailed trade matrix,United Kingdom,Netherlands,Cattle,Import Quantity (Head),2011,2422.0,
Detailed trade matrix,United Kingdom,Netherlands,Soybeans,Import Quantity (tonnes),2011,70248.0,
Detailed trade matrix,United Kingdom,Poland,Soybeans,Import Quantity (tonnes),2011,2.0,
Detailed trade matrix,United Kingdom,Republic of Korea,Soybeans,Import Quantity (tonnes),2011,20.0,
Detailed trade matrix,United Kingdom,Romania,Soybeans,Import Quantity (tonnes),2011,1793.0,
Detailed trade matrix,United Kingdom,Spain,Cattle,Import Quantity (Head),2011,6.0,
Detailed trade matrix,United Kingdom,Switzerland,Cattle,Import Quantity (Head),2011,14.0,
Detailed trade matrix,United Kingdom,Thailand,Soybeans,Import Quantity (tonnes),2011,29.0,
Detailed trade matrix,United Kingdom,Turkey,Soybeans,Import Quantity (tonnes),2011,156.0,
Detailed trade matrix,United Kingdom,Ukraine,Soybeans,Import Quantity (tonnes),2011,20.0,
Detailed trade matrix,United Kingdom,United States of America,Soybeans,Import Quantity (tonnes),2011,225845.0,
Detailed trade matrix,United Kingdom,Viet Nam,Soybeans,Import Quantity (tonnes),2011,3.0,
Detailed trade matrix,United Republic of Tanzania,China,Soybeans,Import Quantity (tonnes),2011,17.0,
Detailed trade matrix,United Republic of Tanzania,"China, mainland",Soybeans,Import Quantity (tonnes),2011,17.0,
Detailed trade matrix,United Republic of Tanzania,Czech Republic,Cattle,Import Quantity (Head),2011,370.0,
Detailed trade matrix,United Republic of Tanzania,India,Soybeans,Import Quantity (tonnes),2011,156.0,
Detailed trade matrix,United Republic of Tanzania,Japan,Cattle,Import Quantity (Head),2011,4.0,
Detailed trade matrix,United Republic of Tanzania,Kenya,Cattle,Import Quantity (Head),2011,261.0,
Detailed trade matrix,United Republic of Tanzania,Kenya,Soybeans,Import Quantity (tonnes),2011,89.0,
Detailed trade matrix,United Republic of Tanzania,Malawi,Soybeans,Import Quantity (tonnes),2011,45.0,
Detailed trade matrix,United Republic of Tanzania,Malaysia,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,United Republic of Tanzania,Netherlands,Cattle,Import Quantity (Head),2011,7.0,*
Detailed trade matrix,United Republic of Tanzania,Republic of Korea,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,United Republic of Tanzania,South Africa,Cattle,Import Quantity (Head),2011,10.0,
Detailed trade matrix,United Republic of Tanzania,South Africa,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,United Republic of Tanzania,Turkey,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,United Republic of Tanzania,United Arab Emirates,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,United Republic of Tanzania,United States of America,Cattle,Import Quantity (Head),2011,16.0,
Detailed trade matrix,United Republic of Tanzania,Zambia,Cattle,Import Quantity (Head),2011,3.0,
Detailed trade matrix,United Republic of Tanzania,Zimbabwe,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,United States of America,Argentina,Soybeans,Import Quantity (tonnes),2011,17021.0,
Detailed trade matrix,United States of America,Belgium,Soybeans,Import Quantity (tonnes),2011,12.0,
Detailed trade matrix,United States of America,Canada,Cattle,Import Quantity (Head),2011,702741.0,
Detailed trade matrix,United States of America,Canada,Soybeans,Import Quantity (tonnes),2011,304860.0,
Detailed trade matrix,United States of America,Chile,Soybeans,Import Quantity (tonnes),2011,9495.0,
Detailed trade matrix,United States of America,China,Soybeans,Import Quantity (tonnes),2011,18183.0,
Detailed trade matrix,United States of America,"China, mainland",Soybeans,Import Quantity (tonnes),2011,18087.0,
Detailed trade matrix,United States of America,"China, Taiwan Province of",Soybeans,Import Quantity (tonnes),2011,96.0,
Detailed trade matrix,United States of America,Costa Rica,Soybeans,Import Quantity (tonnes),2011,10.0,
Detailed trade matrix,United States of America,Germany,Soybeans,Import Quantity (tonnes),2011,11.0,
Detailed trade matrix,United States of America,India,Soybeans,Import Quantity (tonnes),2011,15541.0,
Detailed trade matrix,United States of America,Japan,Soybeans,Import Quantity (tonnes),2011,3.0,
Detailed trade matrix,United States of America,Mexico,Cattle,Import Quantity (Head),2011,1421189.0,
Detailed trade matrix,United States of America,Mexico,Soybeans,Import Quantity (tonnes),2011,12.0,
Detailed trade matrix,United States of America,Netherlands,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,United States of America,Republic of Korea,Soybeans,Import Quantity (tonnes),2011,2.0,
Detailed trade matrix,United States of America,Thailand,Soybeans,Import Quantity (tonnes),2011,156.0,
Detailed trade matrix,United States of America,Uruguay,Soybeans,Import Quantity (tonnes),2011,4025.0,
Detailed trade matrix,United States of America,Viet Nam,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Vanuatu,China,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Vanuatu,"China, Hong Kong SAR",Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Vanuatu,"China, mainland",Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Vanuatu,New Zealand,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Venezuela (Bolivarian Republic of),Argentina,Soybeans,Import Quantity (tonnes),2011,112813.0,
Detailed trade matrix,Venezuela (Bolivarian Republic of),Belgium,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Venezuela (Bolivarian Republic of),Bolivia (Plurinational State of),Soybeans,Import Quantity (tonnes),2011,10761.0,
Detailed trade matrix,Venezuela (Bolivarian Republic of),Brazil,Cattle,Import Quantity (Head),2011,353619.0,
Detailed trade matrix,Venezuela (Bolivarian Republic of),Brazil,Soybeans,Import Quantity (tonnes),2011,4700.0,
Detailed trade matrix,Venezuela (Bolivarian Republic of),Colombia,Cattle,Import Quantity (Head),2011,31.0,
Detailed trade matrix,Venezuela (Bolivarian Republic of),Guatemala,Cattle,Import Quantity (Head),2011,2029.0,
Detailed trade matrix,Venezuela (Bolivarian Republic of),Nicaragua,Cattle,Import Quantity (Head),2011,16669.0,
Detailed trade matrix,Venezuela (Bolivarian Republic of),Panama,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Venezuela (Bolivarian Republic of),Paraguay,Soybeans,Import Quantity (tonnes),2011,20000.0,
Detailed trade matrix,Venezuela (Bolivarian Republic of),United States of America,Soybeans,Import Quantity (tonnes),2011,49907.0,
Detailed trade matrix,Yemen,Djibouti,Cattle,Import Quantity (Head),2011,38.0,
Detailed trade matrix,Yemen,Ethiopia,Cattle,Import Quantity (Head),2011,26426.0,
Detailed trade matrix,Yemen,Somalia,Cattle,Import Quantity (Head),2011,122267.0,
Detailed trade matrix,Zambia,Ghana,Soybeans,Import Quantity (tonnes),2011,18.0,
Detailed trade matrix,Zambia,Malawi,Soybeans,Import Quantity (tonnes),2011,2368.0,
Detailed trade matrix,Zambia,South Africa,Cattle,Import Quantity (Head),2011,325.0,
Detailed trade matrix,Zambia,South Africa,Soybeans,Import Quantity (tonnes),2011,40.0,
Detailed trade matrix,Zambia,United Kingdom,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Zambia,United Republic of Tanzania,Cattle,Import Quantity (Head),2011,38.0,
Detailed trade matrix,Zambia,Zimbabwe,Cattle,Import Quantity (Head),2011,16.0,
Detailed trade matrix,Zimbabwe,Botswana,Cattle,Import Quantity (Head),2011,56000.0,*
Detailed trade matrix,Zimbabwe,China,Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Zimbabwe,"China, mainland",Soybeans,Import Quantity (tonnes),2011,1.0,
Detailed trade matrix,Zimbabwe,Malawi,Soybeans,Import Quantity (tonnes),2011,2715.0,
Detailed trade matrix,Zimbabwe,South Africa,Cattle,Import Quantity (Head),2011,320.0,
Detailed trade matrix,Zimbabwe,South Africa,Soybeans,Import Quantity (tonnes),2011,5.0,
Detailed trade matrix,Zimbabwe,United Arab Emirates,Soybeans,Import Quantity (tonnes),2011,0.0,
Detailed trade matrix,Zimbabwe,Zambia,Soybeans,Import Quantity (tonnes),2011,538.0,
